CustomerID,Age,Income,Account_Tenure,Transactions_Per_Month,Digital_Usage,Avg_Balance,Credit_Score,Branch_Visits,Complaints_Filed,Products_Held,Churn_Type,Recommended_Action,Action_Success
CUST00090,55,40000,9,30,4,300000,784,2,0,3,Competitor-Driven,Offer better interest rates,1
CUST00091,44,60000,4,10,6,300000,826,5,0,2,Competitor-Driven,Provide loyalty rewards,1
CUST00092,41,60000,1,24,2,10000,767,4,0,4,Competitor-Driven,Offer better interest rates,1
CUST00093,52,25000,7,23,7,25000,678,1,0,2,Competitor-Driven,Provide loyalty rewards,1
CUST00094,38,40000,3,6,7,25000,763,3,0,1,Competitor-Driven,Provide loyalty rewards,0
CUST00095,59,100000,10,14,4,50000,773,1,0,4,Competitor-Driven,Provide loyalty rewards,0
CUST00096,49,40000,9,7,9,10000,721,1,1,3,Competitor-Driven,Offer better interest rates,1
CUST00097,28,25000,8,18,9,300000,793,4,2,2,Competitor-Driven,Offer better interest rates,1
CUST00098,38,25000,7,37,8,100000,761,5,1,1,Competitor-Driven,Provide loyalty rewards,0
CUST00099,21,100000,4,15,3,100000,844,4,1,1,Competitor-Driven,Provide loyalty rewards,0
CUST00100,29,40000,12,39,5,700000,757,1,1,4,Competitor-Driven,Offer better interest rates,0
CUST00101,52,40000,3,21,7,100000,843,5,0,1,Competitor-Driven,Provide loyalty rewards,1
CUST00102,24,25000,13,38,8,50000,719,2,0,2,Competitor-Driven,Provide loyalty rewards,1
CUST00103,54,60000,9,16,8,10000,735,5,0,3,Competitor-Driven,Provide loyalty rewards,0
CUST00104,54,60000,9,11,3,300000,803,5,0,2,Competitor-Driven,Provide loyalty rewards,1
CUST00105,21,25000,4,30,6,25000,689,3,0,1,Competitor-Driven,Offer better interest rates,1
CUST00106,55,150000,7,28,7,10000,705,1,0,3,Competitor-Driven,Provide loyalty rewards,1
CUST00107,37,60000,13,38,2,100000,722,1,0,1,Competitor-Driven,Offer better interest rates,0
CUST00108,45,40000,3,34,7,50000,668,5,0,3,Competitor-Driven,Offer better interest rates,1
CUST00109,30,100000,1,16,7,700000,732,5,1,1,Competitor-Driven,Provide loyalty rewards,1
CUST00110,28,40000,9,16,8,50000,758,2,0,2,Competitor-Driven,Provide loyalty rewards,0
CUST00111,43,60000,6,11,7,10000,656,1,0,4,Competitor-Driven,Provide loyalty rewards,1
CUST00112,49,60000,14,39,3,50000,752,1,0,4,Competitor-Driven,Offer better interest rates,1
CUST00113,54,150000,11,30,8,25000,688,1,0,2,Competitor-Driven,Offer better interest rates,0
CUST00114,53,150000,10,6,8,25000,683,3,1,1,Competitor-Driven,Provide loyalty rewards,0
CUST00115,55,25000,14,33,7,10000,711,5,0,4,Competitor-Driven,Provide loyalty rewards,1
CUST00116,30,25000,15,24,6,100000,826,3,0,4,Competitor-Driven,Provide loyalty rewards,0
CUST00117,38,40000,9,5,6,700000,722,1,0,4,Competitor-Driven,Provide loyalty rewards,0
CUST00118,57,100000,11,10,8,300000,695,3,2,2,Competitor-Driven,Offer better interest rates,0
CUST00119,24,40000,4,33,8,25000,759,2,0,1,Competitor-Driven,Provide loyalty rewards,1
CUST00120,23,100000,5,9,7,700000,826,1,2,2,Competitor-Driven,Offer better interest rates,1
CUST00121,55,100000,14,21,9,300000,662,5,0,1,Competitor-Driven,Provide loyalty rewards,1
CUST00122,54,60000,8,7,4,10000,786,3,2,4,Competitor-Driven,Provide loyalty rewards,0
CUST00123,45,60000,11,38,9,25000,687,3,1,2,Competitor-Driven,Provide loyalty rewards,1
CUST00124,33,150000,13,21,3,25000,711,5,2,3,Competitor-Driven,Provide loyalty rewards,1
CUST00125,47,150000,1,10,9,100000,817,4,1,3,Competitor-Driven,Provide loyalty rewards,0
CUST00126,45,150000,4,31,7,10000,782,3,2,1,Competitor-Driven,Offer better interest rates,0
CUST00127,30,100000,5,34,8,10000,749,2,1,1,Competitor-Driven,Provide loyalty rewards,1
CUST00128,52,25000,11,21,9,25000,837,5,1,2,Competitor-Driven,Offer better interest rates,0
CUST00129,30,40000,2,32,5,10000,686,5,1,4,Competitor-Driven,Provide loyalty rewards,0
CUST00130,24,40000,1,16,7,100000,767,1,0,4,Competitor-Driven,Offer better interest rates,0
CUST00131,34,250000,13,16,5,50000,829,5,0,1,Competitor-Driven,Offer better interest rates,0
CUST00132,35,100000,11,27,3,10000,678,4,0,1,Competitor-Driven,Offer better interest rates,1
CUST00133,49,100000,4,36,3,100000,733,3,0,1,Competitor-Driven,Provide loyalty rewards,1
CUST00134,48,100000,15,20,6,50000,655,3,0,3,Competitor-Driven,Offer better interest rates,1
CUST00135,58,40000,13,39,9,300000,673,4,0,4,Competitor-Driven,Provide loyalty rewards,1
CUST00136,45,150000,5,12,8,25000,699,4,0,1,Competitor-Driven,Provide loyalty rewards,1
CUST00137,44,150000,3,24,7,25000,848,1,0,4,Competitor-Driven,Provide loyalty rewards,1
CUST00138,42,60000,5,6,9,25000,713,5,0,1,Competitor-Driven,Provide loyalty rewards,1
CUST00139,38,60000,15,36,4,50000,682,4,1,4,Competitor-Driven,Offer better interest rates,1
CUST00140,44,25000,12,36,8,25000,735,4,1,2,Competitor-Driven,Provide loyalty rewards,1
CUST00141,53,60000,1,17,7,10000,765,2,0,2,Competitor-Driven,Provide loyalty rewards,1
CUST00142,35,40000,7,15,6,100000,783,1,2,3,Competitor-Driven,Offer better interest rates,1
CUST00143,32,150000,2,32,7,100000,760,3,0,3,Competitor-Driven,Provide loyalty rewards,1
CUST00144,26,100000,10,7,8,50000,755,3,1,4,Competitor-Driven,Offer better interest rates,1
CUST00145,45,150000,10,23,8,25000,822,5,1,3,Competitor-Driven,Provide loyalty rewards,1
CUST00146,38,25000,3,26,6,700000,754,3,0,2,Competitor-Driven,Offer better interest rates,1
CUST00147,49,40000,15,37,8,25000,743,5,1,1,Competitor-Driven,Provide loyalty rewards,1
CUST00148,24,100000,14,24,5,10000,826,3,0,4,Competitor-Driven,Provide loyalty rewards,0
CUST00149,56,150000,2,10,8,25000,764,2,2,4,Competitor-Driven,Offer better interest rates,1
CUST00150,41,100000,3,30,9,25000,736,2,0,2,Competitor-Driven,Provide loyalty rewards,1
CUST00151,25,25000,9,18,9,50000,733,2,0,1,Competitor-Driven,Offer better interest rates,1
CUST00152,48,40000,5,9,8,50000,833,4,2,3,Competitor-Driven,Offer better interest rates,1
CUST00153,23,40000,10,33,3,50000,754,1,0,4,Competitor-Driven,Offer better interest rates,0
CUST00154,40,40000,11,16,6,100000,769,4,0,3,Competitor-Driven,Offer better interest rates,1
CUST00155,40,40000,2,13,8,25000,675,5,0,3,Competitor-Driven,Provide loyalty rewards,1
CUST00156,25,25000,3,18,5,10000,830,2,2,3,Competitor-Driven,Provide loyalty rewards,0
CUST00157,49,150000,15,27,5,50000,800,5,0,2,Competitor-Driven,Provide loyalty rewards,0
CUST00158,28,250000,1,12,6,25000,654,2,0,3,Competitor-Driven,Provide loyalty rewards,1
CUST00159,50,60000,1,30,9,300000,762,4,0,1,Competitor-Driven,Provide loyalty rewards,0
CUST00160,21,40000,14,9,2,10000,843,2,0,3,Competitor-Driven,Offer better interest rates,0
CUST00161,45,150000,9,17,8,100000,717,2,0,2,Competitor-Driven,Provide loyalty rewards,1
CUST00162,26,150000,13,27,4,300000,778,1,0,1,Competitor-Driven,Provide loyalty rewards,1
CUST00163,35,100000,12,33,2,50000,684,4,0,3,Competitor-Driven,Offer better interest rates,1
CUST00164,34,60000,14,13,4,50000,721,2,0,1,Competitor-Driven,Offer better interest rates,1
CUST00165,32,25000,5,19,5,25000,692,2,1,3,Competitor-Driven,Offer better interest rates,0
CUST00166,36,60000,12,19,2,50000,700,4,2,2,Competitor-Driven,Offer better interest rates,1
CUST00167,24,40000,4,31,6,100000,684,2,0,2,Competitor-Driven,Provide loyalty rewards,1
CUST00168,24,100000,14,15,8,50000,723,5,0,3,Competitor-Driven,Provide loyalty rewards,0
CUST00169,56,40000,6,11,7,50000,769,5,0,3,Competitor-Driven,Offer better interest rates,1
CUST00170,41,150000,9,30,2,50000,771,1,1,4,Competitor-Driven,Provide loyalty rewards,1
CUST00171,46,40000,4,28,4,300000,816,2,1,3,Competitor-Driven,Provide loyalty rewards,1
CUST00172,25,25000,3,38,2,25000,799,5,0,4,Competitor-Driven,Offer better interest rates,1
CUST00173,30,40000,13,29,3,25000,656,5,0,2,Competitor-Driven,Provide loyalty rewards,1
CUST00174,31,250000,12,23,5,100000,691,5,0,4,Competitor-Driven,Offer better interest rates,0
CUST00175,23,40000,1,10,2,50000,662,1,1,4,Competitor-Driven,Offer better interest rates,1
CUST00176,52,60000,6,12,3,50000,693,5,0,2,Competitor-Driven,Provide loyalty rewards,1
CUST00177,22,40000,3,38,8,25000,657,4,0,1,Competitor-Driven,Offer better interest rates,1
CUST00178,36,40000,14,20,5,25000,789,4,0,2,Competitor-Driven,Offer better interest rates,1
CUST00179,25,100000,8,5,2,50000,733,2,1,4,Competitor-Driven,Offer better interest rates,1
CUST00180,32,100000,2,18,5,25000,763,5,0,1,Competitor-Driven,Provide loyalty rewards,0
CUST00181,29,60000,3,27,3,50000,704,3,1,3,Competitor-Driven,Provide loyalty rewards,1
CUST00182,32,150000,10,22,6,25000,807,3,1,4,Competitor-Driven,Provide loyalty rewards,1
CUST00183,41,25000,11,6,4,25000,669,2,0,1,Competitor-Driven,Provide loyalty rewards,1
CUST00184,53,150000,14,5,7,300000,774,4,0,1,Competitor-Driven,Provide loyalty rewards,1
CUST00185,54,25000,2,8,2,25000,822,4,1,4,Competitor-Driven,Provide loyalty rewards,1
CUST00186,51,60000,2,33,5,300000,809,5,0,2,Competitor-Driven,Provide loyalty rewards,1
CUST00187,51,25000,3,38,3,25000,775,3,1,3,Competitor-Driven,Provide loyalty rewards,1
CUST00188,43,40000,3,25,2,100000,764,4,0,4,Competitor-Driven,Offer better interest rates,1
CUST00189,57,60000,4,33,5,50000,815,2,0,4,Competitor-Driven,Offer better interest rates,1
CUST00190,55,40000,12,26,7,10000,735,5,0,2,Competitor-Driven,Provide loyalty rewards,1
CUST00191,58,40000,10,27,3,10000,782,1,0,2,Competitor-Driven,Provide loyalty rewards,1
CUST00192,38,25000,4,21,4,25000,788,5,1,3,Competitor-Driven,Offer better interest rates,1
CUST00193,24,150000,12,22,9,100000,829,5,0,1,Competitor-Driven,Provide loyalty rewards,0
CUST00194,37,100000,9,5,3,25000,678,1,1,2,Competitor-Driven,Provide loyalty rewards,0
CUST00195,41,100000,7,38,9,300000,849,1,0,4,Competitor-Driven,Offer better interest rates,1
CUST00196,39,25000,12,5,8,50000,726,1,1,1,Competitor-Driven,Offer better interest rates,0
CUST00197,55,25000,5,24,6,25000,808,4,0,3,Competitor-Driven,Offer better interest rates,1
CUST00198,48,40000,10,9,6,50000,745,2,0,4,Competitor-Driven,Provide loyalty rewards,0
CUST00199,51,100000,8,29,2,25000,827,3,0,2,Competitor-Driven,Provide loyalty rewards,0
CUST00200,45,60000,14,14,6,10000,740,2,0,1,Competitor-Driven,Provide loyalty rewards,0
CUST00201,52,60000,2,15,3,25000,817,2,0,1,Competitor-Driven,Provide loyalty rewards,1
CUST00202,45,25000,4,34,5,10000,681,3,1,4,Competitor-Driven,Offer better interest rates,1
CUST00203,52,40000,7,16,2,50000,798,5,0,2,Competitor-Driven,Provide loyalty rewards,0
CUST00204,27,25000,11,26,7,700000,671,4,0,2,Competitor-Driven,Provide loyalty rewards,1
CUST00205,35,25000,2,35,8,50000,737,4,1,3,Competitor-Driven,Offer better interest rates,1
CUST00206,23,40000,3,27,6,10000,757,1,1,3,Competitor-Driven,Provide loyalty rewards,1
CUST00207,36,100000,12,9,4,700000,753,3,0,2,Competitor-Driven,Provide loyalty rewards,1
CUST00208,30,100000,14,31,4,50000,761,5,0,4,Competitor-Driven,Provide loyalty rewards,0
CUST00209,32,100000,14,38,6,25000,724,3,1,2,Competitor-Driven,Provide loyalty rewards,1
CUST00210,24,40000,4,24,3,300000,803,5,0,2,Competitor-Driven,Provide loyalty rewards,1
CUST00211,30,60000,4,24,2,50000,653,5,0,4,Competitor-Driven,Offer better interest rates,1
CUST00212,24,25000,8,38,7,100000,808,4,1,1,Competitor-Driven,Offer better interest rates,1
CUST00213,42,100000,12,34,3,100000,808,4,0,4,Competitor-Driven,Offer better interest rates,1
CUST00214,53,25000,4,32,4,100000,706,4,0,1,Competitor-Driven,Offer better interest rates,1
CUST00215,40,100000,11,19,7,700000,773,3,1,2,Competitor-Driven,Provide loyalty rewards,1
CUST00216,30,40000,13,34,7,50000,847,1,2,3,Competitor-Driven,Offer better interest rates,1
CUST00217,55,40000,3,9,6,25000,698,5,0,1,Competitor-Driven,Provide loyalty rewards,1
CUST00218,24,25000,7,39,2,100000,749,1,0,4,Competitor-Driven,Provide loyalty rewards,1
CUST00219,51,150000,9,25,7,25000,755,4,0,3,Competitor-Driven,Provide loyalty rewards,0
CUST00220,30,40000,6,35,3,100000,719,4,0,4,Competitor-Driven,Provide loyalty rewards,1
CUST00221,38,150000,9,25,5,25000,656,2,1,3,Competitor-Driven,Provide loyalty rewards,1
CUST00222,27,40000,10,18,2,25000,670,2,0,3,Competitor-Driven,Provide loyalty rewards,1
CUST00223,39,40000,5,16,2,10000,810,2,1,3,Competitor-Driven,Provide loyalty rewards,1
CUST00224,42,60000,1,28,6,25000,677,2,0,3,Competitor-Driven,Provide loyalty rewards,1
CUST00225,54,25000,6,38,2,25000,654,2,0,1,Competitor-Driven,Provide loyalty rewards,1
CUST00226,36,40000,13,26,5,10000,817,4,0,3,Competitor-Driven,Provide loyalty rewards,0
CUST00227,52,40000,4,30,8,100000,765,5,0,4,Competitor-Driven,Provide loyalty rewards,1
CUST00228,48,100000,15,6,2,10000,780,4,0,4,Competitor-Driven,Offer better interest rates,1
CUST00229,43,100000,2,23,6,700000,661,2,0,4,Competitor-Driven,Provide loyalty rewards,0
CUST00230,57,60000,7,13,8,10000,753,2,0,4,Competitor-Driven,Provide loyalty rewards,0
CUST00231,27,60000,13,7,4,25000,689,1,0,3,Competitor-Driven,Provide loyalty rewards,1
CUST00232,52,100000,11,8,7,50000,668,1,1,2,Competitor-Driven,Offer better interest rates,0
CUST00233,41,100000,2,8,5,300000,708,3,0,3,Competitor-Driven,Offer better interest rates,1
CUST00234,40,150000,14,9,4,10000,658,4,2,2,Competitor-Driven,Offer better interest rates,0
CUST00235,31,150000,12,13,6,25000,780,4,0,2,Competitor-Driven,Provide loyalty rewards,0
CUST00236,46,25000,5,39,5,300000,700,2,1,1,Competitor-Driven,Offer better interest rates,1
CUST00237,42,100000,12,15,7,700000,812,1,0,4,Competitor-Driven,Provide loyalty rewards,1
CUST00238,48,100000,6,13,5,25000,849,3,0,1,Competitor-Driven,Offer better interest rates,1
CUST00239,41,25000,5,18,5,300000,688,1,1,1,Competitor-Driven,Offer better interest rates,1
CUST00240,53,150000,11,27,4,10000,769,4,0,2,Competitor-Driven,Offer better interest rates,1
CUST00241,34,60000,1,29,9,100000,803,1,0,3,Competitor-Driven,Offer better interest rates,0
CUST00242,29,100000,13,11,7,100000,773,1,0,3,Competitor-Driven,Provide loyalty rewards,1
CUST00243,58,25000,4,21,7,10000,810,4,0,3,Competitor-Driven,Offer better interest rates,1
CUST00244,34,100000,4,8,5,300000,754,5,0,1,Competitor-Driven,Provide loyalty rewards,1
CUST00245,36,40000,1,34,5,50000,713,2,0,1,Competitor-Driven,Offer better interest rates,1
CUST00246,57,60000,1,13,6,10000,684,1,0,4,Competitor-Driven,Offer better interest rates,1
CUST00247,43,40000,12,16,7,100000,754,3,1,1,Competitor-Driven,Provide loyalty rewards,1
CUST00248,58,60000,13,8,8,50000,677,4,0,1,Competitor-Driven,Offer better interest rates,1
CUST00249,22,40000,11,5,9,50000,655,1,0,1,Competitor-Driven,Provide loyalty rewards,1
CUST00250,47,25000,12,5,2,25000,748,3,0,4,Competitor-Driven,Provide loyalty rewards,1
CUST00251,58,150000,1,12,4,100000,746,2,0,1,Competitor-Driven,Offer better interest rates,1
CUST00252,29,100000,1,21,9,50000,708,1,0,4,Competitor-Driven,Offer better interest rates,1
CUST00253,31,25000,14,5,9,25000,725,5,1,4,Competitor-Driven,Offer better interest rates,1
CUST00254,46,250000,10,9,9,300000,823,5,1,1,Competitor-Driven,Offer better interest rates,0
CUST00255,38,25000,14,37,8,50000,796,4,0,1,Competitor-Driven,Offer better interest rates,1
CUST00256,35,100000,2,33,2,50000,700,3,0,2,Competitor-Driven,Provide loyalty rewards,1
CUST00257,29,60000,12,7,5,50000,766,2,0,3,Competitor-Driven,Provide loyalty rewards,0
CUST00258,22,25000,14,16,4,25000,704,5,0,1,Competitor-Driven,Offer better interest rates,0
CUST00259,51,60000,8,32,6,50000,795,4,0,3,Competitor-Driven,Offer better interest rates,1
CUST00260,50,40000,2,36,4,25000,821,1,0,4,Competitor-Driven,Offer better interest rates,1
CUST00261,56,40000,8,38,9,10000,656,4,0,1,Competitor-Driven,Offer better interest rates,0
CUST00262,39,25000,12,22,5,10000,775,3,0,2,Competitor-Driven,Provide loyalty rewards,1
CUST00263,54,100000,8,16,7,25000,781,1,0,1,Competitor-Driven,Provide loyalty rewards,1
CUST00264,23,250000,4,30,4,25000,756,3,0,2,Competitor-Driven,Provide loyalty rewards,0
CUST00265,35,60000,10,39,8,25000,667,4,0,1,Competitor-Driven,Offer better interest rates,1
CUST00266,37,40000,6,8,6,10000,698,5,0,2,Competitor-Driven,Offer better interest rates,0
CUST00267,23,40000,13,25,7,50000,670,4,1,4,Competitor-Driven,Offer better interest rates,1
CUST00268,44,250000,13,38,4,25000,666,3,1,4,Competitor-Driven,Provide loyalty rewards,1
CUST00269,39,40000,5,12,5,300000,750,4,2,3,Competitor-Driven,Provide loyalty rewards,1
CUST00270,54,100000,13,16,7,10000,788,4,0,4,Competitor-Driven,Provide loyalty rewards,1
CUST00271,32,250000,3,23,3,700000,701,2,0,3,Competitor-Driven,Offer better interest rates,1
CUST00272,43,40000,11,21,4,300000,731,4,1,3,Competitor-Driven,Offer better interest rates,1
CUST00273,55,40000,9,12,5,10000,730,1,0,4,Competitor-Driven,Offer better interest rates,1
CUST00274,23,40000,13,35,8,10000,671,5,0,3,Competitor-Driven,Provide loyalty rewards,1
CUST00275,41,40000,2,28,4,25000,706,3,2,4,Competitor-Driven,Provide loyalty rewards,0
CUST00276,27,25000,3,5,5,100000,650,5,0,4,Competitor-Driven,Offer better interest rates,0
CUST00277,29,100000,4,39,3,10000,672,1,1,2,Competitor-Driven,Provide loyalty rewards,1
CUST00278,51,25000,3,12,4,50000,822,2,0,3,Competitor-Driven,Offer better interest rates,0
CUST00279,22,25000,7,38,3,25000,751,4,0,2,Competitor-Driven,Offer better interest rates,1
CUST00280,51,40000,7,7,9,25000,769,3,0,3,Competitor-Driven,Offer better interest rates,0
CUST00281,37,60000,5,17,6,25000,668,1,1,3,Competitor-Driven,Offer better interest rates,0
